order_id,order_date,category,region,sales,quantity,discount,lead_time,cost,profit,current_stock,safety_stock,restock_needed,inventory_turnover_proxy,risk_score
ORD-1409,2023-02-23,Office Supplies,South,3020.35,1,0.2,8,1708.4051388496405,707.8748611503596,98,12,No,30.51,-23.799999999999997
ORD-1410,2023-04-11,Office Supplies,Central,596.17,14,0.3,8,356.4298638940466,60.88913610595338,84,12,No,7.01,-19.6
ORD-1411,2023-09-21,Electronics,West,4250.98,11,0.2,7,3089.857419002972,310.9265809970275,11,11,Yes,354.25,1.5999999999999996
ORD-1412,2023-02-22,Furniture,Central,2702.32,10,0.3,10,1670.3757182465092,221.2482817534909,20,15,No,128.68,1.0
ORD-1413,2023-03-01,Electronics,West,4224.44,3,0.1,4,2883.0257405401744,918.9702594598252,20,6,No,201.16,-3.2
ORD-1414,2023-04-18,Technology,East,2943.09,14,0.1,4,1864.0709475787276,784.7100524212728,44,6,No,65.4,-10.399999999999999
ORD-1415,2023-01-05,Furniture,Central,2842.47,10,0.0,3,2054.2842825238777,788.1857174761221,16,5,No,167.2,-2.7
ORD-1416,2023-04-13,Office Supplies,West,615.77,10,0.3,5,350.0648605813059,80.97413941869411,39,8,No,15.39,-8.2
ORD-1417,2023-07-15,Furniture,East,920.06,12,0.0,3,476.1654567211483,443.8945432788517,25,5,No,35.39,-5.4
ORD-1418,2023-09-19,Office Supplies,South,4862.92,3,0.3,8,2869.019799667917,535.024200332083,54,12,No,88.42,-10.6
ORD-1419,2023-12-31,Furniture,West,1219.59,4,0.2,7,783.3336313760666,192.3383686239333,47,11,No,25.41,-9.2
ORD-1420,2023-12-16,Furniture,South,4889.52,2,0.2,3,2691.221221679144,1220.3947783208564,21,5,No,222.25,-4.2
ORD-1421,2023-02-16,Furniture,South,2706.37,9,0.0,9,1641.248822242208,1065.121177757792,36,14,No,73.15,-4.499999999999999
ORD-1422,2023-12-21,Technology,North,765.37,10,0.3,5,474.52550081340456,61.23349918659545,45,8,No,16.64,-10.0
ORD-1423,2023-11-07,Technology,Central,586.58,12,0.0,9,303.38947230120027,283.19052769879977,10,14,Yes,53.33,3.3
ORD-1424,2023-11-04,Electronics,West,1123.43,11,0.1,7,758.3064585482743,252.7805414517257,92,11,No,12.08,-22.7
ORD-1425,2023-05-24,Electronics,South,4635.62,14,0.0,7,3547.654024471678,1087.965975528322,31,11,No,144.86,-4.3999999999999995
ORD-1426,2023-09-26,Office Supplies,North,2129.34,7,0.0,6,1161.6036762802355,967.7363237197644,24,9,No,85.17,-3.0
ORD-1427,2023-05-04,Technology,East,2037.63,7,0.2,2,1384.248462704198,245.85553729580192,29,3,No,67.92,-7.299999999999999
ORD-1428,2023-04-16,Office Supplies,West,1634.71,6,0.0,9,1143.3517476979428,491.3582523020573,70,14,No,23.02,-14.7
ORD-1429,2023-06-07,Electronics,South,820.6,3,0.3,6,513.5318116256204,60.88818837437958,13,9,No,58.61,0.2999999999999994
ORD-1430,2023-05-27,Office Supplies,Central,2490.47,6,0.2,8,1769.053752520928,223.3222474790719,96,12,No,25.67,-23.199999999999996
ORD-1431,2023-05-25,Electronics,North,737.23,14,0.0,1,459.4560847423636,277.7739152576364,57,2,No,12.71,-16.4
ORD-1432,2023-04-30,Technology,South,4193.85,12,0.1,5,2731.83692705525,1042.6280729447506,65,8,No,63.54,-16.0
ORD-1433,2023-11-15,Furniture,Central,1914.95,8,0.0,1,961.69921380085,953.25078619915,42,2,No,44.53,-11.9
ORD-1434,2023-10-02,Technology,South,1936.54,8,0.0,10,1370.133100947917,566.406899052083,7,15,Yes,242.07,4.9
ORD-1435,2023-04-02,Office Supplies,West,2422.63,11,0.0,11,1691.971584287557,730.6584157124428,88,17,No,27.22,-18.7
ORD-1436,2023-02-27,Office Supplies,West,2276.23,13,0.2,8,1164.3377686989636,656.6462313010363,74,12,No,30.35,-16.6
ORD-1437,2023-12-12,Technology,West,4974.8,9,0.3,8,3036.9911902807926,445.3688097192076,59,12,No,82.91,-12.1
ORD-1438,2023-08-17,Technology,North,2772.37,1,0.1,1,2200.456551336679,294.6764486633211,5,2,No,462.06,-0.8
ORD-1439,2023-04-27,Electronics,West,532.19,14,0.0,9,333.2685373700177,198.92146262998236,74,14,No,7.1,-15.899999999999999
ORD-1440,2023-11-14,Office Supplies,Central,3073.7,1,0.3,2,1999.6988775261225,151.89112247387743,49,3,No,61.47,-13.299999999999999
ORD-1441,2023-10-06,Office Supplies,South,842.76,3,0.3,9,651.4358220272054,-61.50382202720539,51,14,No,16.21,-9.0
ORD-1442,2023-05-07,Technology,East,251.59,3,0.2,1,179.9317746047197,21.340225395280303,83,2,No,3.0,-24.2
ORD-1443,2023-05-09,Furniture,Central,4856.64,10,0.1,10,3276.3915244869454,1094.584475513055,30,15,No,156.67,-2.0
ORD-1444,2023-02-27,Office Supplies,Central,3890.34,8,0.2,9,2876.2894392025287,235.98256079747136,18,14,No,204.75,0.9000000000000004
ORD-1445,2023-05-02,Furniture,West,4902.53,10,0.3,4,3722.539465686521,-290.7684656865206,58,6,No,83.09,-14.599999999999998
ORD-1446,2023-01-01,Technology,North,2441.6,1,0.3,9,1555.4613747861133,153.6586252138867,75,14,No,32.13,-16.2
ORD-1447,2023-08-27,Technology,South,2708.06,13,0.3,7,1740.016587621192,155.62541237880794,50,11,No,53.1,-10.100000000000001
ORD-1448,2023-10-17,Electronics,North,924.85,2,0.2,11,569.5367623512802,170.34323764871976,35,17,No,25.69,-2.8000000000000007
ORD-1449,2023-04-06,Office Supplies,South,1309.85,2,0.1,6,1034.797011250954,144.0679887490459,92,9,No,14.08,-23.4
ORD-1450,2023-05-06,Furniture,South,4208.89,3,0.0,5,2984.7338228060344,1224.156177193966,63,8,No,65.76,-15.399999999999999
ORD-1451,2023-04-28,Electronics,North,1845.31,13,0.2,11,968.7267068913254,507.5212931086745,99,17,No,18.45,-22.0
ORD-1452,2023-02-17,Office Supplies,Central,4151.39,6,0.3,9,3150.4395851876297,-244.4665851876296,33,14,No,122.1,-3.6000000000000005
ORD-1453,2023-03-30,Electronics,South,3574.17,1,0.2,2,2302.3658771216296,556.9701228783704,21,3,No,162.46,-4.9
ORD-1454,2023-08-25,Technology,North,968.14,2,0.3,11,504.0390220891601,173.6589779108399,18,17,No,50.95,2.3
ORD-1455,2023-09-29,Office Supplies,South,2586.49,13,0.0,2,1719.7964549922056,866.6935450077942,40,3,No,63.09,-10.6
ORD-1456,2023-07-08,Electronics,East,3419.2,13,0.0,11,2137.510430802116,1281.689569197884,62,17,No,54.27,-10.899999999999999
ORD-1457,2023-07-11,Electronics,Central,1251.68,1,0.1,9,955.4384125235352,171.0735874764648,28,14,No,43.16,-2.1000000000000005
ORD-1458,2023-03-10,Furniture,West,4170.37,5,0.3,3,2340.4048925163443,578.8541074836558,67,5,No,61.33,-18.0
ORD-1459,2023-10-05,Electronics,South,2769.66,13,0.1,8,2071.537791097836,421.156208902164,95,12,No,28.85,-22.9
ORD-1460,2023-12-15,Office Supplies,East,909.69,13,0.1,11,607.0421476453485,211.6788523546516,29,17,No,30.32,-1.0
ORD-1461,2023-09-04,Office Supplies,West,2956.62,7,0.0,9,1526.748574406102,1429.871425593898,63,14,No,46.2,-12.599999999999998
ORD-1462,2023-03-17,Furniture,West,4998.6,8,0.2,8,3956.659776961671,42.220223038329664,36,12,No,135.1,-5.199999999999999
ORD-1463,2023-06-03,Office Supplies,South,837.56,10,0.2,4,547.5838071553228,122.46419284467714,86,6,No,9.63,-23.0
ORD-1464,2023-05-24,Technology,North,4102.11,1,0.1,1,2409.0176557535747,1282.881344246425,22,2,No,178.35,-5.8999999999999995
ORD-1465,2023-03-27,Office Supplies,South,1115.81,7,0.0,4,715.0356545080101,400.7743454919898,41,6,No,26.57,-9.5
ORD-1466,2023-07-04,Office Supplies,East,3933.7,13,0.3,9,2979.216548906824,-225.62654890682396,30,14,No,126.89,-2.7
ORD-1467,2023-10-12,Electronics,West,3699.43,5,0.2,2,2188.10532963315,771.4386703668492,13,3,No,264.24,-2.5
ORD-1468,2023-08-08,Electronics,South,1572.4,10,0.1,3,877.0893097507063,538.0706902492938,68,5,No,22.79,-18.299999999999997
ORD-1469,2023-03-10,Office Supplies,North,1696.53,1,0.2,10,913.9569727666944,443.2670272333054,76,15,No,22.03,-15.8
ORD-1470,2023-02-16,Furniture,South,3983.35,3,0.2,8,2347.6184703732943,839.0615296267056,24,12,No,159.33,-1.5999999999999996
ORD-1471,2023-04-04,Electronics,Central,2361.08,7,0.3,6,1733.0667812045515,-80.31078120455174,58,9,No,40.02,-13.2
ORD-1472,2023-08-26,Furniture,North,3681.01,10,0.0,8,2361.323409964224,1319.6865900357766,90,12,No,40.45,-21.4
ORD-1473,2023-07-23,Office Supplies,East,825.12,1,0.3,7,468.86988625188417,108.71411374811584,87,11,No,9.38,-21.2
ORD-1474,2023-08-06,Office Supplies,West,4277.53,7,0.0,5,2352.023396414207,1925.5066035857928,34,8,No,122.22,-6.699999999999999
ORD-1475,2023-12-07,Technology,South,3583.34,5,0.2,9,2149.3548527076105,717.3171472923896,57,14,No,61.78,-10.799999999999997
ORD-1476,2023-02-08,Electronics,North,4544.02,1,0.1,4,3553.3205446640363,536.2974553359641,96,6,No,46.85,-25.999999999999996
ORD-1477,2023-04-10,Office Supplies,Central,748.62,1,0.3,6,451.3489972737432,72.68500272625678,67,9,No,11.01,-15.899999999999999
ORD-1478,2023-10-16,Technology,North,3005.77,14,0.0,2,2393.9071111346498,611.8628888653502,15,3,No,187.86,-3.1
ORD-1479,2023-09-11,Electronics,Central,3035.69,1,0.2,2,1959.7477726787,468.8042273212999,35,3,No,84.32,-9.1
ORD-1480,2023-08-10,Office Supplies,East,1831.96,11,0.0,2,1014.4463395252476,817.5136604747526,53,3,No,33.93,-14.499999999999998
ORD-1481,2023-12-23,Office Supplies,West,2346.49,9,0.0,10,1800.5603941977656,545.9296058022342,98,15,No,23.7,-22.4
ORD-1482,2023-01-23,Electronics,East,286.11,11,0.0,7,182.5686827422816,103.5413172577184,91,11,No,3.11,-22.400000000000002
ORD-1483,2023-09-07,Electronics,South,3754.71,13,0.2,2,2676.738027050962,327.029972949038,23,3,No,156.45,-5.5
ORD-1484,2023-01-10,Electronics,North,2791.68,3,0.1,2,2219.702385783997,292.8096142160026,16,3,No,164.22,-3.4
ORD-1485,2023-09-03,Office Supplies,Central,382.93,13,0.1,9,197.2290940694083,147.4079059305917,19,14,No,19.15,0.5999999999999996
ORD-1486,2023-11-21,Office Supplies,Central,3435.7,5,0.1,7,1817.5140497186435,1274.6159502813566,35,11,No,95.44,-5.6000000000000005
ORD-1487,2023-04-10,Technology,North,2387.23,11,0.0,11,1709.5837840766403,677.6462159233595,47,17,No,49.73,-6.4
ORD-1488,2023-10-17,Furniture,North,268.86,10,0.2,3,157.16144111580618,57.926558884193824,41,5,No,6.4,-10.2
ORD-1489,2023-06-29,Electronics,South,4851.08,12,0.0,3,2693.7582462150062,2157.3217537849937,83,5,No,57.75,-22.799999999999997
ORD-1490,2023-08-11,Office Supplies,East,4750.65,9,0.1,7,2431.42335430968,1844.1616456903205,33,11,No,139.72,-5.000000000000001
ORD-1491,2023-09-07,Office Supplies,Central,2613.22,6,0.1,5,1323.7370794089743,1028.1609205910254,30,8,No,84.3,-5.5
ORD-1492,2023-05-27,Electronics,South,558.99,12,0.2,10,409.3739121863796,37.81808781362042,6,15,Yes,79.86,5.2
ORD-1493,2023-04-06,Furniture,East,3797.64,9,0.0,6,2051.978928334709,1745.6610716652908,88,9,No,42.67,-22.2
ORD-1494,2023-09-14,Electronics,South,2510.46,8,0.3,8,1607.4881692712806,149.83383072871936,19,12,No,125.52,-0.10000000000000053
ORD-1495,2023-11-21,Furniture,Central,1581.99,8,0.3,9,1078.551810793737,28.841189206262925,8,14,Yes,175.78,3.9
ORD-1496,2023-01-04,Office Supplies,North,2507.95,1,0.1,1,1576.2604694709912,680.8945305290086,90,2,No,27.56,-26.3
ORD-1497,2023-01-16,Furniture,North,2659.98,13,0.2,3,1351.6209459244,776.3630540756,54,5,No,48.36,-14.1
ORD-1498,2023-10-07,Technology,East,2857.29,9,0.0,11,2100.252302498822,757.0376975011782,42,17,No,66.45,-4.9
ORD-1499,2023-12-02,Office Supplies,West,2262.0,6,0.0,7,1138.134274173966,1123.865725826034,27,11,No,80.79,-3.2
ORD-1500,2023-09-04,Technology,East,3068.2,9,0.1,6,2235.3891721786986,525.9908278213013,63,9,No,47.94,-14.7
ORD-1501,2023-09-15,Electronics,West,4601.8,3,0.1,7,3534.1425858542552,607.4774141457449,94,11,No,48.44,-23.3
ORD-1502,2023-06-09,Electronics,South,1875.11,12,0.0,8,1181.0417393120542,694.0682606879457,79,12,No,23.44,-18.1
ORD-1503,2023-12-06,Electronics,South,3656.01,3,0.0,6,2415.389591121085,1240.6204088789154,32,9,No,110.79,-5.4
ORD-1504,2023-06-01,Furniture,Central,4482.82,6,0.1,3,2882.8792076282807,1151.658792371719,70,5,No,63.14,-18.9
ORD-1505,2023-06-27,Office Supplies,West,2334.3,9,0.0,2,1439.708903535808,894.5910964641921,12,3,No,179.56,-2.1999999999999997
ORD-1506,2023-06-12,Electronics,Central,2272.93,7,0.3,7,1741.5811547538058,-150.53015475380585,33,11,No,66.85,-5.000000000000001
ORD-1507,2023-02-02,Electronics,North,3050.37,14,0.1,11,2343.233388882726,402.0996111172738,15,17,Yes,190.65,3.1999999999999993
ORD-1508,2023-06-28,Office Supplies,West,2997.89,13,0.0,1,1800.967156418563,1196.9228435814368,22,2,No,130.34,-5.8999999999999995
ORD-1509,2023-04-11,Electronics,East,4052.29,3,0.1,3,2773.8773040488663,873.1836959511336,59,5,No,67.54,-15.6
ORD-1510,2023-09-25,Technology,North,2434.77,3,0.2,11,1894.427017525766,53.38898247423407,54,17,No,44.27,-8.5
ORD-1511,2023-11-19,Office Supplies,North,4981.0,2,0.1,4,3928.1040149680616,554.7959850319384,18,6,No,262.16,-2.5999999999999996
ORD-1512,2023-03-06,Office Supplies,East,391.41,9,0.1,1,255.4684974034781,96.80050259652192,78,2,No,4.95,-22.7
ORD-1513,2023-06-17,Office Supplies,North,115.52,13,0.2,5,73.45309645193363,18.962903548066365,13,8,No,8.25,-0.3999999999999999
ORD-1514,2023-11-26,Technology,West,3236.97,3,0.3,10,1889.122541949348,376.7564580506521,15,15,Yes,202.31,2.5
ORD-1515,2023-02-12,Office Supplies,Central,1562.33,11,0.0,3,1230.587288092472,331.742711907528,67,5,No,22.98,-18.0
ORD-1516,2023-02-13,Technology,North,1277.87,5,0.2,2,693.6844345770228,328.61156542297715,80,3,No,15.78,-22.6
ORD-1517,2023-10-12,Office Supplies,West,1628.31,14,0.1,3,1097.397689092281,368.0813109077186,71,5,No,22.62,-19.200000000000003
ORD-1518,2023-01-12,Furniture,South,1354.63,14,0.0,8,792.1403206666323,562.4896793333678,57,12,No,23.36,-11.499999999999998
ORD-1519,2023-04-05,Electronics,West,250.87,9,0.2,6,146.43344293986553,54.26255706013447,43,9,No,5.7,-8.700000000000001
ORD-1520,2023-10-29,Furniture,Central,4860.51,8,0.0,7,3020.7611605883512,1839.748839411649,82,11,No,58.56,-19.7
ORD-1521,2023-09-10,Electronics,West,1181.65,2,0.0,6,944.8921017819706,236.75789821802948,60,9,No,19.37,-13.8
ORD-1522,2023-08-30,Technology,East,3696.75,3,0.2,6,1909.3340084430336,1048.0659915569663,32,9,No,112.02,-5.4
ORD-1523,2023-02-04,Furniture,Central,3836.72,2,0.0,3,2584.270889421356,1252.4491105786442,79,5,No,47.96,-21.6
ORD-1524,2023-08-03,Office Supplies,South,4653.36,8,0.3,8,2441.9513931945107,815.4006068054891,43,12,No,105.76,-7.300000000000001
ORD-1525,2023-12-03,Electronics,East,249.69,6,0.2,7,136.4196918120998,63.33230818790018,29,11,No,8.32,-3.8
ORD-1526,2023-03-31,Electronics,West,4373.04,6,0.3,7,2763.187898067167,297.9401019328327,25,11,No,168.19,-2.6000000000000005
ORD-1527,2023-09-21,Furniture,Central,2683.41,12,0.1,6,1752.6371463169062,662.4318536830937,14,9,No,178.89,-8.881784197001252e-16
ORD-1528,2023-04-03,Technology,South,3199.47,9,0.0,5,1848.134564037013,1351.3354359629868,47,8,No,66.66,-10.6
ORD-1529,2023-03-31,Furniture,East,3257.9,8,0.1,10,1938.245706002728,993.864293997272,19,15,No,162.9,1.2999999999999998
ORD-1530,2023-04-25,Technology,South,4117.01,4,0.1,8,2165.918227619164,1539.390772380836,87,12,No,46.78,-20.5
ORD-1531,2023-04-15,Technology,West,1733.7,12,0.0,5,1024.5576417752334,709.1423582247667,52,8,No,32.71,-12.1
ORD-1532,2023-07-15,Electronics,South,3691.95,4,0.2,9,2916.5206290813,37.0393709187,90,14,No,40.57,-20.7
ORD-1533,2023-11-10,Furniture,North,2690.03,9,0.0,9,2107.402359376128,582.6276406238721,25,14,No,103.46,-1.2000000000000002
ORD-1534,2023-04-24,Furniture,East,3987.63,1,0.1,1,2394.426214829684,1194.4407851703163,64,2,No,61.35,-18.5
ORD-1535,2023-03-16,Technology,South,4953.68,13,0.1,6,3325.188318119613,1133.1236818803873,54,9,No,90.07,-12.0
ORD-1536,2023-08-05,Furniture,West,1083.19,2,0.2,7,837.1743895092392,29.377610490760844,27,11,No,38.69,-3.2
ORD-1537,2023-10-04,Office Supplies,West,4973.78,2,0.0,3,2496.117092012452,2477.662907987548,17,5,No,276.32,-3.0
ORD-1538,2023-09-06,Office Supplies,South,540.08,13,0.1,7,401.3901948003781,84.68180519962195,73,11,No,7.3,-17.0
ORD-1539,2023-06-13,Furniture,West,111.36,13,0.3,11,87.36313001957221,-9.411130019572212,8,17,Yes,12.37,5.299999999999999
ORD-1540,2023-12-23,Furniture,Central,316.39,6,0.1,11,166.86336472573825,117.88763527426174,96,17,No,3.26,-21.099999999999998
ORD-1541,2023-07-11,Technology,Central,1774.73,4,0.1,7,973.3228155499618,623.9341844500382,82,11,No,21.38,-19.7
ORD-1542,2023-08-15,Office Supplies,Central,3201.24,13,0.2,11,2523.293848285132,37.69815171486789,76,17,No,41.57,-15.100000000000001
ORD-1543,2023-06-26,Office Supplies,North,438.24,11,0.3,2,289.79147776468363,16.976522235316367,13,3,No,31.3,-2.5
ORD-1544,2023-04-09,Electronics,South,127.76,10,0.1,7,64.42412860603223,50.559871393967775,39,11,No,3.19,-6.8
ORD-1545,2023-02-05,Technology,North,4691.75,13,0.1,1,2708.498479059637,1514.0765209403633,25,2,No,180.45,-6.8
ORD-1546,2023-04-06,Electronics,West,4127.44,3,0.3,5,2620.8546556772785,268.35334432272134,62,8,No,65.51,-15.099999999999998
ORD-1547,2023-06-01,Office Supplies,North,4065.0,3,0.0,9,2877.502416994704,1187.4975830052958,22,14,No,176.74,-0.2999999999999998
ORD-1548,2023-05-31,Technology,West,4433.68,3,0.0,7,3192.01955160127,1241.6604483987303,76,11,No,57.58,-17.900000000000002
ORD-1549,2023-07-09,Furniture,West,3530.17,6,0.1,7,2819.2871486852173,357.8658513147828,85,11,No,41.05,-20.6
ORD-1550,2023-08-12,Technology,East,611.58,14,0.1,11,358.5408297957358,191.8811702042642,47,17,No,12.74,-6.4
ORD-1551,2023-02-06,Furniture,Central,2055.59,8,0.0,2,1359.702957759946,695.8870422400541,99,3,No,20.56,-28.3
ORD-1552,2023-09-25,Furniture,West,3643.43,11,0.2,8,2404.6531041934363,510.0908958065635,10,12,Yes,331.22,2.5999999999999996
ORD-1553,2023-07-02,Technology,East,1473.64,7,0.3,3,916.152524039548,115.39547596045196,90,5,No,16.19,-24.9
ORD-1554,2023-01-13,Furniture,Central,3468.29,14,0.3,8,1910.1557514384183,517.6472485615818,82,12,No,41.79,-19.0
ORD-1555,2023-10-06,Electronics,West,220.04,4,0.2,3,174.54386264889183,1.4881373511081577,71,5,No,3.06,-19.200000000000003
ORD-1556,2023-08-05,Office Supplies,West,1600.07,11,0.2,10,1209.6451692608812,70.41083073911875,16,15,No,94.12,2.2
ORD-1557,2023-12-21,Furniture,North,2790.74,12,0.2,7,1812.5853746145576,420.0066253854419,16,11,No,164.16,0.09999999999999964
ORD-1558,2023-12-27,Electronics,North,3197.24,4,0.2,2,2177.2361185666864,380.5558814333134,70,3,No,45.03,-19.6
ORD-1559,2023-10-13,Furniture,Central,2927.5,11,0.2,4,1663.3420202887737,678.6579797112265,6,6,Yes,418.21,1.0
ORD-1560,2023-09-30,Office Supplies,West,3519.01,10,0.2,11,2333.5826415737783,481.62535842622174,19,17,No,175.95,1.9999999999999991
ORD-1561,2023-03-03,Electronics,South,129.83,11,0.3,6,91.98339171494838,-1.102391714948375,27,9,No,4.64,-3.9000000000000004
ORD-1562,2023-03-25,Office Supplies,North,594.61,11,0.2,11,389.2020400246849,86.48595997531511,33,17,No,17.49,-2.200000000000001
ORD-1563,2023-08-05,Office Supplies,Central,4357.83,14,0.0,9,3473.5633274790525,884.2666725209474,85,14,No,50.67,-19.2
ORD-1564,2023-12-08,Electronics,West,3440.57,11,0.2,5,2351.294128670872,401.1618713291282,11,8,No,286.71,0.20000000000000018
ORD-1565,2023-07-06,Electronics,West,653.37,2,0.2,9,399.3999283789036,123.2960716210964,98,14,No,6.6,-23.099999999999998
ORD-1566,2023-01-19,Electronics,South,4226.16,14,0.3,5,3092.051403908685,-133.7394039086853,32,8,No,128.07,-6.1
ORD-1567,2023-06-26,Technology,Central,1286.93,1,0.3,10,709.2769960089288,191.5740039910713,18,15,No,67.73,1.6000000000000005
ORD-1568,2023-04-10,Electronics,West,2443.47,9,0.2,8,1503.6008565950551,451.1751434049447,48,12,No,49.87,-8.799999999999999
ORD-1569,2023-08-21,Electronics,North,811.46,12,0.3,1,490.1929929620187,77.82900703798134,34,2,No,23.18,-9.5
ORD-1570,2023-03-17,Electronics,South,3579.54,12,0.1,7,2253.471230766628,968.1147692333724,85,11,No,41.62,-20.6
ORD-1571,2023-09-22,Electronics,Central,3367.59,2,0.3,4,2473.609177199796,-116.2961771997957,36,6,No,91.02,-7.999999999999999
ORD-1572,2023-10-11,Furniture,South,1134.45,13,0.3,5,732.0060289013333,62.108971098666814,74,8,No,15.13,-18.7
ORD-1573,2023-07-25,Technology,North,4330.66,8,0.3,6,3196.9119857566384,-165.4499857566384,92,9,No,46.57,-23.4
ORD-1574,2023-08-11,Office Supplies,Central,2066.4,9,0.3,5,1390.5770008344657,55.902999165534425,10,8,No,187.85,0.5
ORD-1575,2023-02-21,Electronics,South,1533.32,4,0.0,1,924.0105716647367,609.3094283352631,31,2,No,47.92,-8.6
ORD-1576,2023-12-05,Furniture,East,846.41,8,0.0,9,628.8772325323384,217.53276746766156,86,14,No,9.73,-19.5
ORD-1577,2023-05-24,Furniture,North,1404.22,9,0.0,2,802.4933363552187,601.7266636447813,92,3,No,15.1,-26.2
ORD-1578,2023-03-10,Furniture,North,207.93,10,0.2,9,117.96178589693145,48.38221410306856,28,14,No,7.17,-2.1000000000000005
ORD-1579,2023-04-09,Office Supplies,North,2957.96,10,0.2,10,1926.6698407711724,439.6981592288277,38,15,No,75.85,-4.4
ORD-1580,2023-01-25,Electronics,East,4226.93,5,0.1,2,2444.24245097036,1359.9945490296402,44,3,No,93.93,-11.799999999999999
ORD-1581,2023-02-22,Technology,East,2790.0,13,0.0,9,1402.605848254168,1387.394151745832,51,14,No,53.65,-9.0
ORD-1582,2023-05-31,Technology,West,1174.44,14,0.2,6,815.6359643882414,123.91603561175862,83,9,No,13.98,-20.7
ORD-1583,2023-05-24,Furniture,South,264.98,7,0.3,11,173.11889224412684,12.367107755873178,79,17,No,3.31,-16.0
ORD-1584,2023-02-26,Office Supplies,West,1151.68,10,0.3,9,729.7681869786452,76.40781302135485,90,14,No,12.66,-20.7
ORD-1585,2023-02-08,Office Supplies,South,2138.99,4,0.0,6,1689.9957949250288,448.994205074971,28,9,No,73.76,-4.200000000000001
ORD-1586,2023-04-19,Office Supplies,East,3822.1,1,0.1,6,2566.004120307396,873.8858796926042,69,9,No,54.6,-16.5
ORD-1587,2023-06-30,Technology,East,1020.43,3,0.1,11,774.5364454770864,143.8505545229135,22,17,No,44.37,1.0999999999999996
ORD-1588,2023-02-11,Furniture,West,3626.98,5,0.3,2,1965.2249653134172,573.6610346865825,48,3,No,74.02,-12.999999999999998
ORD-1589,2023-07-05,Electronics,Central,4347.97,3,0.1,8,2916.4527876478573,996.7202123521428,80,12,No,53.68,-18.4
ORD-1590,2023-08-11,Technology,West,2324.34,12,0.0,3,1767.4139296787123,556.9260703212879,61,5,No,37.49,-16.200000000000003
ORD-1591,2023-05-02,Furniture,South,4125.02,13,0.3,7,2784.106873268418,103.40712673158237,32,11,No,125.0,-4.7
ORD-1592,2023-05-13,Furniture,West,2817.82,11,0.2,5,2015.8804134229483,238.37558657705176,75,8,No,37.08,-19.0
ORD-1593,2023-06-12,Electronics,North,3221.75,7,0.2,3,1970.4644093796935,606.9355906203062,27,5,No,115.06,-6.0
ORD-1594,2023-08-03,Electronics,South,2678.76,12,0.1,1,1413.6750204774637,997.2089795225364,89,2,No,29.76,-26.0
ORD-1595,2023-08-09,Electronics,South,2369.55,9,0.3,8,1510.280293295506,148.40470670449417,38,12,No,60.76,-5.800000000000001
ORD-1596,2023-08-23,Office Supplies,Central,1249.8,12,0.3,3,772.8061028011213,102.0538971988787,15,5,No,78.11,-2.4000000000000004
ORD-1597,2023-11-27,Electronics,East,1585.65,6,0.2,2,1205.2811934567535,63.23880654324654,90,3,No,17.42,-25.6
ORD-1598,2023-05-26,Furniture,South,1520.85,13,0.3,1,871.7490766748272,192.8459233251728,39,2,No,38.02,-11.0
ORD-1599,2023-08-27,Electronics,East,2860.12,10,0.3,4,2259.552769657314,-257.46876965731406,97,6,No,29.18,-26.299999999999997
ORD-1600,2023-03-17,Furniture,West,687.77,1,0.3,8,541.5785963973815,-60.139596397381496,46,12,No,14.63,-8.2
ORD-1601,2023-01-09,Technology,North,4592.28,7,0.1,3,2637.298152553232,1495.7538474467678,32,5,No,139.16,-7.5
ORD-1602,2023-03-15,Office Supplies,Central,3631.21,3,0.3,1,2194.75992237464,347.0870776253598,86,2,No,41.74,-25.1
ORD-1603,2023-09-10,Technology,East,2067.08,5,0.0,4,1588.895608253677,478.1843917463229,82,6,No,24.9,-21.799999999999997
ORD-1604,2023-08-18,Technology,South,877.26,10,0.1,9,693.0237028509958,96.51029714900416,86,14,No,10.08,-19.5
ORD-1605,2023-01-07,Furniture,East,4421.76,4,0.3,1,2799.114386206892,296.1176137931081,96,2,No,45.59,-28.099999999999998
ORD-1606,2023-06-23,Technology,South,4136.51,10,0.3,11,2466.5972467792094,428.9597532207909,28,17,No,142.64,-0.7000000000000011
ORD-1607,2023-05-21,Furniture,East,3636.44,5,0.0,2,2392.1527940645315,1244.2872059354686,12,3,No,279.73,-2.1999999999999997
ORD-1608,2023-06-17,Electronics,South,1430.58,5,0.1,9,1010.4626613728078,277.0593386271921,57,14,No,24.67,-10.799999999999997
ORD-1609,2023-06-19,Electronics,West,2071.99,6,0.2,2,1205.9859383335413,451.6060616664585,76,3,No,26.91,-21.400000000000002
ORD-1610,2023-10-10,Furniture,South,603.47,14,0.2,3,435.0668400062116,47.709159993788376,8,5,No,67.05,-0.30000000000000027
ORD-1611,2023-05-02,Electronics,South,1026.29,10,0.1,7,529.0496287099554,394.6113712900445,95,11,No,10.69,-23.6
ORD-1612,2023-07-13,Office Supplies,North,3936.78,12,0.3,3,2026.6084719675296,729.1375280324703,9,5,No,393.68,-0.6000000000000001
ORD-1613,2023-01-05,Technology,South,3603.69,10,0.3,9,2219.463342046785,303.1196579532152,53,14,No,66.74,-9.599999999999998
ORD-1614,2023-01-29,Office Supplies,North,3008.08,13,0.2,6,1823.022691872204,583.4413081277962,34,9,No,85.95,-6.0
